iter	Accuracy	MultiClass
880	0.8344425678	0.4607877431
881	0.8345964226	0.4606660047
882	0.834602708	0.4605334827
883	0.834541418	0.4604405877
884	0.8346803394	0.4603518187
885	0.834787142	0.4602693472
886	0.8349391985	0.4601442653
887	0.8349287195	0.4600609267
888	0.8349814564	0.4598988217
889	0.8350708474	0.459780992
890	0.834993297	0.4596579309
891	0.8349764032	0.4595858103
892	0.8349217869	0.4595018213
893	0.8349245239	0.45944049
894	0.8350207992	0.4593378074
895	0.8352242171	0.4592005014
896	0.8351447062	0.4591144231
897	0.8351491933	0.4590042106
898	0.8351888434	0.4588848133
899	0.8351920983	0.4588095098
900	0.8352741357	0.4587229776
901	0.8353267104	0.4585972424
902	0.8355863787	0.4584668889
903	0.8355809856	0.4583722309
904	0.8357641738	0.4583005753
905	0.8358581002	0.4582300556
906	0.8357462928	0.4581334794
907	0.835810967	0.4580468717
908	0.8357789776	0.4579267908
909	0.8357738917	0.4578314261
910	0.8357386475	0.4577403054
911	0.8358584074	0.457650445
912	0.8359373678	0.4575644969
913	0.8360441705	0.4574780627
914	0.8359609818	0.4573671305
915	0.836094769	0.4572137808
916	0.8361701327	0.4571184529
917	0.8361283925	0.4570036231
918	0.8361557654	0.456888494
919	0.8361100422	0.456791682
920	0.8360972955	0.4567192197
921	0.8361909631	0.4566409178
922	0.8361786047	0.4565795849
923	0.8362434895	0.4564842884
924	0.8363174778	0.4563638814
925	0.8362580672	0.4562751186
926	0.8363074682	0.4562108251
927	0.8361564471	0.4560206233
928	0.8362482353	0.4559324827
929	0.8363285711	0.4557682451
930	0.8364034655	0.4556543547
931	0.8363386618	0.4555247311
932	0.8364620184	0.4554463493
933	0.8363700196	0.4553467672
934	0.8362991083	0.455257522
935	0.8362707484	0.4551812031
936	0.8365362328	0.4550876584
937	0.8365420953	0.4549972204
938	0.8367112561	0.4548743855
939	0.8367542422	0.4547541671
940	0.8370732265	0.4545951065
941	0.837080499	0.4545450111
942	0.8370905086	0.4544761234
943	0.8371106573	0.4543548077
944	0.8371398285	0.4542815392
945	0.8371672013	0.4541244424
946	0.8371899576	0.4540480675
947	0.8373091186	0.4539839299
948	0.8373757533	0.4538933019
949	0.8373730163	0.4538274915
950	0.8374494018	0.4537562441
951	0.8376360553	0.4535934124
952	0.8377050872	0.4534912727
953	0.8377054755	0.4534394597
954	0.837698203	0.4533439615
955	0.8378000008	0.4532791726
956	0.8377121145	0.4531583804
957	0.8378960792	0.4530637443
958	0.8380099766	0.4529801071
959	0.8379505661	0.4529052192
960	0.8379499672	0.4528267087
961	0.8379622445	0.4527747708
962	0.837826319	0.4527064915
963	0.8379038693	0.4526019941
964	0.8378768364	0.4525312762
965	0.8379471953	0.4524532087
966	0.8380779055	0.4523654052
967	0.8381811945	0.4523083835
968	0.8382014243	0.4522211157
969	0.8381830739	0.4521524966
970	0.8382058302	0.4520631646
971	0.8381414149	0.4520032787
972	0.8383840136	0.4518859175
973	0.8382281172	0.4517922863
974	0.8382572883	0.451701055
975	0.8383354722	0.4516257358
976	0.838414902	0.4515511357
977	0.8385126821	0.4514568003
978	0.8385751697	0.4513612626
979	0.8386788953	0.4512750728
980	0.8387141395	0.4512007212
981	0.8388132003	0.451139136
982	0.8387912205	0.4510790224
983	0.8388258659	0.4510114503
984	0.8388555875	0.450903127
985	0.838810722	0.4508158795
986	0.8388230804	0.4507639771
987	0.8388234687	0.4506809308
988	0.838844898	0.4506038011
989	0.8387786032	0.4505351993
990	0.8388562346	0.4504049494
991	0.8388411391	0.4502946688
992	0.8389407987	0.4502318778
993	0.8389928556	0.4501500524
994	0.8391437955	0.4500510771
995	0.8391538051	0.4499874169
996	0.8391491885	0.449880065
997	0.8392109479	0.4498014338
998	0.8392399896	0.4497152062
999	0.8392564605	0.4496330641
1000	0.8393277602	0.4495397229
1001	0.8393546636	0.4494790818
1002	0.8393652721	0.4494000145
1003	0.8395017963	0.4493170246
1004	0.8395186091	0.4492434683
1005	0.8394510683	0.4491691416
1006	0.8394254455	0.449098848
1007	0.8395629569	0.4489833662
1008	0.8395346453	0.4489335976
1009	0.8395186921	0.4488635597
1010	0.8396676232	0.4488097609
1011	0.8396511176	0.4487346134
1012	0.8397141229	0.4486105473
1013	0.8397219459	0.4485596608
1014	0.8397890984	0.4484966363
1015	0.8398558626	0.4484275782
1016	0.8397890984	0.4483220632
1017	0.8398145918	0.4482721314
1018	0.8398268691	0.4481814998
1019	0.8398565097	0.4480808462
1020	0.8398396158	0.4480038499
1021	0.8399734514	0.44792509
1022	0.8400281159	0.4477954522
1023	0.8400971478	0.4477390449
1024	0.8401019421	0.4476560487
1025	0.8401430834	0.447556994
1026	0.8401157106	0.4474674956
1027	0.8402871391	0.4473544384
1028	0.8403185761	0.4472799096
1029	0.8403957381	0.4472075206
1030	0.840379785	0.4471345987
1031	0.8402777766	0.4470683204
1032	0.8403650294	0.4469867855
1033	0.8403481355	0.4469125543
1034	0.8403897946	0.4468234323
1035	0.8403807237	0.4467540561
1036	0.8403898737	0.4466953859
1037	0.840446806	0.4466304133
1038	0.840506686	0.4465794616
1039	0.8405317911	0.4464961182
1040	0.8405504813	0.4464219472
1041	0.8406501409	0.4463600792
1042	0.8407843163	0.4462979844
1043	0.8407468044	0.4462451261
1044	0.840684398	0.4461675823
1045	0.8405371358	0.4460398535
1046	0.8405845278	0.4459578373
1047	0.840592658	0.4458783531
1048	0.8405521502	0.4458378401
1049	0.8406092119	0.44577348
1050	0.8407582241	0.4456984153
1051	0.8408139105	0.4455947811
1052	0.8408189153	0.4455311453
1053	0.8409029616	0.4454664397
1054	0.8408850806	0.4453469089
1055	0.8410011647	0.4452732764
1056	0.841029314	0.4451430637
1057	0.840983672	0.4450861586
1058	0.8410558292	0.4450287799
1059	0.841048945	0.4449661577
1060	0.8410238399	0.4448643633
1061	0.8409990747	0.4447789909
1062	0.8411461263	0.444688255
1063	0.8412585326	0.4446097327
1064	0.8411913801	0.4445213245
1065	0.8413499325	0.4444578017
1066	0.8413303826	0.4443911496
1067	0.8414340599	0.4443243901
1068	0.8414912008	0.4442579085
1069	0.8415731571	0.444136685
1070	0.8415956546	0.4440464628
1071	0.841586972	0.4439727951
1072	0.8416078024	0.443918122
1073	0.8416017758	0.4438479935
1074	0.8416885592	0.4437335437
1075	0.8418424951	0.4436809973
1076	0.8416537033	0.4436036483
1077	0.841754773	0.4434999875
1078	0.841929408	0.4434299185
1079	0.8419047723	0.4433837885
1080	0.8417862099	0.4432483978
1081	0.8418583672	0.4431902305
1082	0.8419376675	0.4430633594
1083	0.8421336834	0.4429300807
1084	0.8420741918	0.4428647405
1085	0.8421569575	0.4427465581
1086	0.8422072161	0.4426878096
1087	0.8421798433	0.4426278369
1088	0.8421070871	0.4425454492
1089	0.842171373	0.4424794212
1090	0.8421663682	0.4423952913
1091	0.8421695747	0.4423349174
1092	0.8422592247	0.4422823252
1093	0.8422345889	0.4421879195
1094	0.8424437882	0.4420710113
1095	0.8425473844	0.4419992997
1096	0.8426703043	0.4418860298
1097	0.8427174375	0.4418306092
1098	0.8426922029	0.4417643711
1099	0.8426967384	0.4416954382
1100	0.8427638908	0.4416080553
1101	0.8428456694	0.4415471145
1102	0.8429324528	0.4414934515
1103	0.8429123525	0.4414328065
1104	0.8428647499	0.4413399899
1105	0.8428770273	0.4412655585
1106	0.8429771562	0.4411980129
1107	0.8430190741	0.441132588
1108	0.843004529	0.4410740322
1109	0.8430510634	0.4410068767
1110	0.8431578661	0.4408850683
1111	0.8431803636	0.4408055227
1112	0.8432896445	0.4407343991
